id	aut	value1	value2	region	norm_region	country	country_code	city	address	source_description
1273:31941	1273	1273	31941							Prepend 1x to AS3303|<misc>Swisscom
1273:31743	1273	1273	31743							Prepend 3x to AS286|<misc>KPN
1273:30009	1273	1273	30009							Announce to only no-customer
1273:32000	1273	1273	32000							Do not announce to AS702|<misc>Verizon EMEA
1273:36000	1273	1273	36000		Africa					provider route|<region>africa
1273:31000	1273	1273	31000	US and Canada	North America	United States	840|124			provider route|<region>north america|<misc>(u.s.a and canada)
1273:33000	1273	1273	33000		Asia					provider route|<region>asia|<misc>(including india)
1273:32000	1273	1273	32000		Europe					provider route|<region>europe
1273:37000	1273	1273	37000		Middle East					provider route|<region>middle east
1273:38000	1273	1273	38000		Asia	India	356			provider route|<region>india
1273:35000	1273	1273	35000		South America					provider route|<region>south america
1273:34000	1273	1273	34000	Australia	Australia	Australia	554|036			provider route|<region>australia|<misc>(including new zealand)
1273:26000	1273	1273	26000		Africa					peer route|<region>africa
1273:21000	1273	1273	21000	US and Canada	North America		840|124			peer route|<region>north america|<misc>(u.s.a and canada)
1273:23000	1273	1273	23000		Asia					peer route|<region>asia|<misc>(including india)
1273:22000	1273	1273	22000		Europe					peer route|<region>europe
1273:27000	1273	1273	27000		Middle East					peer route|<region>middle east
1273:28000	1273	1273	28000		Asia	India				peer route|<region>india
1273:25000	1273	1273	25000		South America					peer route|<region>south america
1273:24000	1273	1273	24000		Australia	Australia	554|036			peer route|<region>australia|<misc>(including new zealand)
1273:16174	1273	1273	16174		Africa	Comoros	174			customer route route|<country>comoros|<region>africa
1273:16480	1273	1273	16480		Africa	Mauritius	480			customer route|<country>mauritius|<region>africa
1273:16504	1273	1273	16504		Africa	Morocco	504			customer route|<country>morocco|<region>africa
1273:16072	1273	1273	16072		Africa	Botswana	072			customer route|<country>botswana|<region>africa
1273:16384	1273	1273	16384		Africa	Cote d'Ivoire	384			customer route|<country>cote d'ivoire|<region>africa
1273:16710	1273	1273	16710		Africa	South Africa	710			customer route|<country>south africa|<region>africa
1273:16324	1273	1273	16324		Africa	Guinea	324			customer route|<country>guinea|<region>africa
1273:16180	1273	1273	16180		Africa	Congo Democratic Republic	180			customer route|<country>congo, the democratic republic of the|<region>africa
1273:16148	1273	1273	16148		Africa	Chad	148			customer route|<country>chad|<region>africa
1273:16768	1273	1273	16768		Africa	Togo	768			customer route|<country>togo|<region>africa
1273:16686	1273	1273	16686		Africa	Senegal	686			customer route|<country>senegal|<region>africa
1273:16430	1273	1273	16430		Africa	Liberia	430			customer route|<country>liberia|<region>africa
1273:16108	1273	1273	16108		Africa	Burundi	108			customer route|<country>burundi|<region>africa
1273:16566	1273	1273	16566		Africa	Nigeria	566			customer route|<country>nigeria|<region>africa
1273:16404	1273	1273	16404		Africa	Kenya	404			customer route|<country>kenya|<region>africa
1273:16140	1273	1273	16140		Africa	Central african republic	140			customer route|<country>central african republic|<region>africa
1273:16638	1273	1273	16638		Africa	Reunion	638			customer route|<country>reunion|<region>africa
1273:16426	1273	1273	16426		Africa	Lesotho	426			customer route|<country>lesotho|<region>africa
1273:16646	1273	1273	16646		Africa	Rwanda	646			customer route|<country>rwanda|<region>africa
1273:16175	1273	1273	16175		Africa	Mayotte	175			customer route|<country>mayotte|<region>africa
1273:16678	1273	1273	16678		Africa	Sao time and principe	678			customer route|<country>sao tome and principe|<region>africa
1273:16716	1273	1273	16716		Africa	Zimbabwe	716			customer route|<country>zimbabwe|<region>africa
1273:16508	1273	1273	16508		Africa	Mozambique	508			customer route|<country>mozambique|<region>africa
1273:16736	1273	1273	16736		Africa	Sudan	729			customer route|<country>sudan|<region>africa
1273:16132	1273	1273	16132		Africa	Cape Verde	132			customer route|<country>cape verde|<region>africa
1273:16231	1273	1273	16231		Africa	Ethiopia	231			customer route|<country>ethiopia|<region>africa
1273:16624	1273	1273	16624		Africa	Guinea-Bissau	624			customer route|<country>guinea-bissau|<region>africa
1273:16732	1273	1273	16732		Africa	Western Sahara	732			customer route|<country>western sahara|<region>africa
1273:16478	1273	1273	16478		Africa	Mauritania	478			customer route|<country>mauritania|<region>africa
1273:16706	1273	1273	16706		Africa	Somalia	706			customer route|<country>somalia|<region>africa
1273:16894	1273	1273	16894		Africa	Zambia	894			customer route|<country>zambia|<region>africa
1273:16818	1273	1273	16818		Africa	Egypt	818			customer route|<country>egypt|<region>africa
1273:16834	1273	1273	16834		Africa	Tanzania republic	834			customer route|<country>tanzania, united republic of|<region>africa
1273:16204	1273	1273	16204		Africa	Benin	204			customer route|<country>benin|<region>africa
1273:16226	1273	1273	16226		Africa	Equatorial guinea	226			customer route|<country>equatorial guinea|<region>africa
1273:16788	1273	1273	16788		Africa	Tunisia	788			customer route|<country>tunisia|<region>africa
1273:16466	1273	1273	16466		Africa	Mali	466			customer route|<country>mali|<region>africa
1273:16800	1273	1273	16800		Africa	Uganda	800			customer route|<country>uganda|<region>africa
1273:16288	1273	1273	16288		Africa	Ghana	288			customer route|<country>ghana|<region>africa
1273:16690	1273	1273	16690		Africa	Seychelles	690			customer route|<country>seychelles|<region>africa
1273:16024	1273	1273	16024		Africa	Angola	024			customer route|<country>angola|<region>africa
1273:16654	1273	1273	16654		Africa	Saint Helena	654			customer route|<country>st. helena|<region>africa
1273:16086	1273	1273	16086		Africa	British Indian ocean territory	086			customer route|<country>british indian ocean territory|<region>africa
1273:16260	1273	1273	16260		Africa	French southern territories	260			customer route|<country>french southern territories|<region>africa
1273:16262	1273	1273	16262		Africa	Djibouti	262			customer route|<country>djibouti|<region>africa
1273:16748	1273	1273	16748		Africa	Swaziland	748			customer route|<country>swaziland|<region>africa
1273:16562	1273	1273	16562		Africa	Nigeria	566			customer route|<country>niger|<region>africa
1273:16854	1273	1273	16854		Africa	Burkina Faso	854			customer route|<country>burkina faso|<region>africa
1273:16694	1273	1273	16694		Africa	Sierra Leone	694			customer route|<country>sierra leone|<region>africa
1273:16120	1273	1273	16120		Africa	Cameroon	120			customer route|<country>cameroon|<region>africa
1273:16450	1273	1273	16450		Africa	Madagascar	450			customer route|<country>madagascar|<region>africa
1273:16012	1273	1273	16012		Africa	Algeria	012			customer route|<country>algeria|<region>africa
1273:16270	1273	1273	16270		Africa	Gambia	270			customer route|<country>gambia|<region>africa
1273:16516	1273	1273	16516		Africa	Namibia	516			customer route|<country>namibia|<region>africa
1273:16266	1273	1273	16266		Africa	Gabon	266			customer route|<country>gabon|<region>africa
1273:16454	1273	1273	16454		Africa	Malawi	454			customer route|<country>malawi|<region>africa
1273:16434	1273	1273	16434		Africa	Libyan arab jamahiriya	434			customer route|<country>libyan arab jamahiriya|<region>africa
1273:16178	1273	1273	16178		Africa	Congo	178			customer route|<country>congo|<region>africa
1273:16232	1273	1273	16232		Africa	Eritrea	232			customer route|<country>eritrea|<region>africa
1273:11124	1273	1273	11124		North America	Canada	124			customer route|<country>canada|<region>north america|<misc>(u.s.a and canada)
1273:11060	1273	1273	11060		North America	Bermuda	060			customer route|<country>bermuda|<region>north america|<misc>(u.s.a and canada)
1273:11666	1273	1273	11666		North America	Saint Pierre and miquelon	666			customer route|<country>st. pierre and miquelon|<region>north america|<misc>(u.s.a and canada)
1273:11304	1273	1273	11304		North America	Greenland	304			customer route|<country>greenland|<region>north america|<misc>(u.s.a and canada)
1273:11840	1273	1273	11840		North America	United states	840			customer route|<country>united states|<region>north america|<misc>(u.s.a and canada)
1273:13792	1273	1273	13792		Asia	Turkey	792			customer route|<country>turkey|<region>asia|<misc>(including india)
1273:13462	1273	1273	13462		Asia	Maldives	462			customer route|<country>maldives|<region>asia|<misc>(including india)
1273:13512	1273	1273	13512		Asia	Oman	512			customer route|<country>oman|<region>asia|<misc>(including india)
1273:13524	1273	1273	13524		Asia	Nepal	524			customer route|<country>nepal|<region>asia|<misc>(including india)
1273:13344	1273	1273	13344		Asia	Hong Kong	344			customer route|<country>hong kong|<region>asia|<misc>(including india)
1273:13031	1273	1273	13031		Asia	Azerbaijan	031			customer route|<country>azerbaijan|<region>asia|<misc>(including india)
1273:13414	1273	1273	13414		Asia	Kuwait	414			customer route|<country>kuwait|<region>asia|<misc>(including india)
1273:13458	1273	1273	13458		Asia	Malaysia	458			customer route|<country>malaysia|<region>asia|<misc>(including india)
1273:13398	1273	1273	13398		Asia	Kazakhstan	398			customer route|<country>kazakhstan|<region>asia|<misc>(including india)
1273:13887	1273	1273	13887		Asia	Yemen	887			customer route|<country>yemen|<region>asia|<misc>(including india)
1273:13356	1273	1273	13356		Asia	India	356			customer route|<country>india|<region>asia|<misc>(including india)
1273:13144	1273	1273	13144		Asia	Sri Lanka	144			customer route|<country>sri lanka|<region>asia|<misc>(including india)
1273:13784	1273	1273	13784		Asia	United Arab Emirates	784			customer route|<country>united arab emirates|<region>asia|<misc>(including india)
1273:13764	1273	1273	13764		Asia	Thailand	764			customer route|<country>thailand|<region>asia|<misc>(including india)
1273:13400	1273	1273	13400		Asia	Jordan	400			customer route|<country>jordan|<region>asia|<misc>(including india)
1273:13417	1273	1273	13417		Asia	Kyrgystan	417			customer route|<country>kyrgyzstan|<region>asia|<misc>(including india)
1273:13050	1273	1273	13050		Asia	Bangladesh	050			customer route|<country>bangladesh|<region>asia|<misc>(including india)
1273:13762	1273	1273	13762		Asia	Tajikistan	762			customer route|<country>tajikistan|<region>asia|<misc>(including india)
1273:13268	1273	1273	13268		Asia	Georgia	268			customer route|<country>georgia|<region>asia|<misc>(including india)
1273:13275	1273	1273	13275		Asia	Palestinian territory occupied	275			customer route|<country>palestinian territory, occupied|<region>asia|<misc>(including india)
1273:13368	1273	1273	13368		Asia	Iraq	368			customer route|<country>iraq|<region>asia|<misc>(including india)
1273:13795	1273	1273	13795		Asia	Turkmenistan	795			customer route|<country>turkmenistan|<region>asia|<misc>(including india)
1273:13760	1273	1273	13760		Asia	Syrian Arab Republic	760			customer route|<country>syrian arab republic|<region>asia|<misc>(including india)
1273:13496	1273	1273	13496		Asia	Mongolia	496			customer route|<country>mongolia|<region>asia|<misc>(including india)
1273:13682	1273	1273	13682		Asia	Saudi Arabia	682			customer route|<country>saudi arabia|<region>asia|<misc>(including india)
1273:13096	1273	1273	13096		Asia	Brunei Darussalam	096			customer route|<country>brunei darussalam|<region>asia|<misc>(including india)
1273:13392	1273	1273	13392		Asia	Japan	392			customer route|<country>japan|<region>asia|<misc>(including india)
1273:13064	1273	1273	13064		Asia	Bhutan	064			customer route|<country>bhutan|<region>asia|<misc>(including india)
1273:13702	1273	1273	13702		Asia	Singapore	702			customer route|<country>singapore|<region>asia|<misc>(including india)
1273:13048	1273	1273	13048		Asia	Bahrain	048			customer route|<country>bahrain|<region>asia|<misc>(including india)
1273:13422	1273	1273	13422		Asia	Lebanon	422			customer route|<country>lebanon|<region>asia|<misc>(including india)
1273:13376	1273	1273	13376		Asia	Israel	376			customer route|<country>israel|<region>asia|<misc>(including india)
1273:13051	1273	1273	13051		Asia	Armenia	051			customer route|<country>armenia|<region>asia|<misc>(including india)
1273:13586	1273	1273	13586		Asia	Pakistan	586			customer route|<country>pakistan|<region>asia|<misc>(including india)
1273:13104	1273	1273	13104		Asia	Myanmar	104			customer route|<country>myanmar|<region>asia|<misc>(including india)
1273:13196	1273	1273	13196		Asia	Cyprus	196			customer route|<country>cyprus|<region>asia|<misc>(including india)
1273:13116	1273	1273	13116		Asia	Cambodia	116			customer route|<country>cambodia|<region>asia|<misc>(including india)
1273:13634	1273	1273	13634		Asia	Qatar	634			customer route|<country>qatar|<region>asia|<misc>(including india)
1273:13608	1273	1273	13608		Asia	Philippines	608			customer route|<country>philippines|<region>asia|<misc>(including india)
1273:13360	1273	1273	13360		Asia	Indonesia	360			customer route|<country>indonesia|<region>asia|<misc>(including india)
1273:13004	1273	1273	13004		Asia	Afghanistan	004			customer route|<country>afghanistan|<region>asia|<misc>(including india)
1273:13704	1273	1273	13704		Asia	Vietnam	704			customer route|<country>viet nam|<region>asia|<misc>(including india)
1273:13156	1273	1273	13156		Asia	China	156			customer route|<country>china|<region>asia|<misc>(including india)
1273:13446	1273	1273	13446		Asia	Macau	446			customer route|<country>macau|<region>asia|<misc>(including india)
1273:13418	1273	1273	13418		Asia	Lao peple's democratic republic	418			customer route|<country>lao people's democratic republic|<region>asia|<misc>(including india)
1273:13364	1273	1273	13364		Asia	Iran	364			customer route|<country>iran (islamic republic of)|<region>asia|<misc>(including india)
1273:13408	1273	1273	13408		Asia	Korea democratic	408			customer route|<country>korea, democratic people's republic of|<region>asia|<misc>(including india)
1273:13410	1273	1273	13410		Asia	Korea republic	410			customer route|<country>korea, republic of|<region>asia|<misc>(including india)
1273:13158	1273	1273	13158		Asia	Taiwan	158			customer route|<country>taiwan, province of china|<region>asia|<misc>(including india)
1273:13860	1273	1273	13860		Asia	Uzbekistan	860			customer route|<country>uzbekistan|<region>asia|<misc>(including india)
1273:12442	1273	1273	12442		Europe	Luxemborg	442			customer route|<country>luxembourg|<region>europe
1273:12336	1273	1273	12336		Europe	Vatican city state	336			customer route|<country>holy see (vatican city state)|<region>europe
1273:12372	1273	1273	12372		Europe	Ireland	372			customer route|<country>ireland|<region>europe
1273:12643	1273	1273	12643		Europe	Russian Federation	643			customer route|<country>russian federation|<region>europe
1273:12020	1273	1273	12020		Europe	Andorra	020			customer route|<country>andorra|<region>europe
1273:12492	1273	1273	12492		Europe	Monaco	492			customer route|<country>monaco|<region>europe
1273:12578	1273	1273	12578		Europe	Norway	578			customer route|<country>norway|<region>europe
1273:12724	1273	1273	12724		Europe	Spain	724			customer route|<country>spain|<region>europe
1273:12756	1273	1273	12756		Europe	Switzerland	756			customer route|<country>switzerland|<region>europe
1273:12380	1273	1273	12380		Europe	Italy	380			customer route|<country>italy|<region>europe
1273:12292	1273	1273	12292		Europe	Gibraltar	292			customer route|<country>gibraltar|<region>europe
1273:12826	1273	1273	12826		Europe	United Kingdom	826			customer route|<country>united kingdom|<region>europe
1273:12674	1273	1273	12674		Europe	San Marino	674			customer route|<country>san marino|<region>europe
1273:12620	1273	1273	12620		Europe	Portugal	620			customer route|<country>portugal|<region>europe
1273:12233	1273	1273	12233		Europe	Estonia	233			customer route|<country>estonia|<region>europe
1273:12250	1273	1273	12250		Europe	France	250			customer route|<country>france|<region>europe
1273:12112	1273	1273	12112		Europe	Belarus	112			customer route|<country>belarus|<region>europe
1273:12276	1273	1273	12276		Europe	Germany	276			customer route|<country>germany|<region>europe
1273:12498	1273	1273	12498		Europe	Moldova republic	498			customer route|<country>moldova, republic of|<region>europe
1273:12070	1273	1273	12070		Europe	Bosnia Herzegowina	070			customer route|<country>bosnia and herzegowina|<region>europe
1273:12428	1273	1273	12428		Europe	Latvia	428			customer route|<country>latvia|<region>europe
1273:12744	1273	1273	12744		Europe	Svalbard and Jan Mayen islands	744			customer route|<country>svalbard and jan mayen islands|<region>europe
1273:12807	1273	1273	12807		Europe	Macedonia FYROM	807			customer route|<country>macedonia, former yugoslav republic of|<region>europe
1273:12040	1273	1273	12040		Europe	Austria	040			customer route|<country>austria|<region>europe
1273:12705	1273	1273	12705		Europe	Slovenia	705			customer route|<country>slovenia|<region>europe
1273:12208	1273	1273	12208		Europe	Denmark	208			customer route|<country>denmark|<region>europe
1273:12008	1273	1273	12008		Europe	Albania	008			customer route|<country>albania|<region>europe
